episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",42,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",4,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",10,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,no berries,high health,medium society wellbeing,THEN,wait",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",5,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",11,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",39,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",42,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",14,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",42,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",15,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",15,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",3,RuleBasedDecisionModule
