episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",14,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",14,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",43,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",8,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",43,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",16,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",8,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",41,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",41,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
