episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",12,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",7,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",11,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",43,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,eat",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",12,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",6,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",49,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",12,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",6,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",46,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",15,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",42,RuleBasedDecisionModule
