episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",5,RuleBasedDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",19,RuleBasedDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",48,RuleBasedDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",14,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",52,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",5,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",51,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",15,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",48,RuleBasedDecisionModule
