episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",13,RuleBasedDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",17,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",43,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",46,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",44,RuleBasedDecisionModule
