episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",41,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",14,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",2,LLMDecisionModule
1,0,"IF,medium berries,high health,medium society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",3,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",14,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",51,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",9,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",43,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",15,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",40,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",13,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",4,RuleBasedDecisionModule
