episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",4,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,high health,medium society wellbeing,THEN,throw",3,LLMDecisionModule
1,0,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",5,LLMDecisionModule
1,0,"IF,medium berries,medium health,low society wellbeing,THEN,throw",4,LLMDecisionModule
1,0,"IF,low berries,low health,medium society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,medium health,low society wellbeing,THEN,throw",19,LLMDecisionModule
1,0,"IF,no berries,medium health,low society wellbeing,THEN,move",17,LLMDecisionModule
1,0,"IF,medium berries,low health,low society wellbeing,THEN,eat",2,LLMDecisionModule
1,0,"IF,low berries,medium health,low society wellbeing,THEN,eat",3,LLMDecisionModule
1,0,"IF,no berries,high health,low society wellbeing,THEN,move",3,LLMDecisionModule
1,0,"IF,low berries,medium health,low society wellbeing,THEN,move",3,LLMDecisionModule
1,0,"IF,low berries,low health,low society wellbeing,THEN,eat",2,LLMDecisionModule
1,0,"IF,low berries,medium health,medium society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,high health,low society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,high health,low society wellbeing,THEN,throw",5,LLMDecisionModule
1,0,"IF,medium berries,medium health,low society wellbeing,THEN,eat",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,throw",3,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",6,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,low society wellbeing,THEN,throw",1,RuleBasedDecisionModule
1,1,"IF,medium berries,low health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,1,"IF,low berries,medium health,low society wellbeing,THEN,throw",25,RuleBasedDecisionModule
1,1,"IF,low berries,medium health,medium society wellbeing,THEN,throw",6,RuleBasedDecisionModule
1,1,"IF,low berries,low health,low society wellbeing,THEN,eat",9,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,move",18,RuleBasedDecisionModule
1,1,"IF,no berries,low health,low society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,throw",3,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",4,RuleBasedDecisionModule
1,2,"IF,low berries,medium health,medium society wellbeing,THEN,throw",6,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,low society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,2,"IF,low berries,medium health,low society wellbeing,THEN,throw",23,RuleBasedDecisionModule
1,2,"IF,no berries,medium health,low society wellbeing,THEN,move",22,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,low society wellbeing,THEN,throw",1,RuleBasedDecisionModule
1,2,"IF,low berries,low health,low society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,2,"IF,low berries,low health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,low berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,low health,low society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,throw",3,RuleBasedDecisionModule
1,3,"IF,low berries,medium health,medium society wellbeing,THEN,throw",7,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",4,RuleBasedDecisionModule
1,3,"IF,low berries,medium health,medium society wellbeing,THEN,move",3,RuleBasedDecisionModule
1,3,"IF,medium berries,low health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,3,"IF,low berries,medium health,low society wellbeing,THEN,throw",18,RuleBasedDecisionModule
1,3,"IF,no berries,low health,low society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,3,"IF,low berries,low health,low society wellbeing,THEN,eat",9,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,low society wellbeing,THEN,move",18,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,throw",1,RuleBasedDecisionModule
1,3,"IF,medium berries,low health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
