episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",19,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",39,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",12,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",21,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",40,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",9,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",19,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",35,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",24,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",38,RuleBasedDecisionModule
