episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",7,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",48,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",12,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",17,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",45,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",48,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",15,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",8,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",16,RuleBasedDecisionModule
