episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",7,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",20,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",43,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",52,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",8,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",51,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",9,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",45,RuleBasedDecisionModule
