episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",31,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",2,LLMDecisionModule
1,0,"IF,medium berries,high health,medium society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",3,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",14,LLMDecisionModule
1,0,"IF,no berries,medium health,medium society wellbeing,THEN,move",5,LLMDecisionModule
1,0,"IF,no berries,medium health,low society wellbeing,THEN,move",8,LLMDecisionModule
1,0,"IF,low berries,medium health,medium society wellbeing,THEN,eat",2,LLMDecisionModule
1,0,"IF,no berries,low health,low society wellbeing,THEN,move",5,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",35,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,1,"IF,no berries,high health,low society wellbeing,THEN,move",12,RuleBasedDecisionModule
1,1,"IF,low berries,high health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",41,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,2,"IF,low berries,high health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,high health,low society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,2,"IF,no berries,medium health,low society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,2,"IF,low berries,medium health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",33,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,3,"IF,no berries,high health,low society wellbeing,THEN,move",12,RuleBasedDecisionModule
1,3,"IF,low berries,high health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
