episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",20,RuleBasedDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",35,RuleBasedDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",23,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",34,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",24,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",35,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",23,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",10,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",38,RuleBasedDecisionModule
