episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",5,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",30,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",8,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",5,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,move",13,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,eat",9,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",22,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",42,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",6,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",48,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",16,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",17,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",46,RuleBasedDecisionModule
