episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",43,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,LLMDecisionModule
1,0,"IF,no berries,medium health,medium society wellbeing,THEN,move",7,LLMDecisionModule
1,0,"IF,low berries,medium health,medium society wellbeing,THEN,eat",5,LLMDecisionModule
1,0,"IF,low berries,high health,low society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,no berries,high health,low society wellbeing,THEN,move",3,LLMDecisionModule
1,0,"IF,no berries,medium health,low society wellbeing,THEN,move",11,LLMDecisionModule
1,0,"IF,low berries,medium health,low society wellbeing,THEN,eat",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",44,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,medium society wellbeing,THEN,move",6,RuleBasedDecisionModule
1,1,"IF,low berries,medium health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,1,"IF,no berries,high health,low society wellbeing,THEN,move",3,RuleBasedDecisionModule
1,1,"IF,no berries,low health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,low berries,low health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",45,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",14,RuleBasedDecisionModule
1,2,"IF,no berries,high health,low society wellbeing,THEN,move",14,RuleBasedDecisionModule
1,2,"IF,low berries,high health,low society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,3,"IF,no berries,high health,low society wellbeing,THEN,move",13,RuleBasedDecisionModule
1,3,"IF,low berries,high health,low society wellbeing,THEN,eat",2,RuleBasedDecisionModule
