episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",4,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",17,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",48,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,eat",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",17,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",49,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",5,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",19,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",6,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",48,RuleBasedDecisionModule
