episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",26,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",9,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",29,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",7,LLMDecisionModule
1,0,"IF,no berries,high health,low society wellbeing,THEN,move",3,LLMDecisionModule
1,0,"IF,low berries,high health,low society wellbeing,THEN,eat",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",30,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",29,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",26,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",30,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,2,"IF,no berries,high health,low society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,2,"IF,low berries,high health,low society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",25,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",27,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,3,"IF,no berries,high health,low society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,3,"IF,low berries,high health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
