episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",2,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,eat",6,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",16,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",43,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,move",5,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",3,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",50,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",19,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",19,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",50,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",22,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",47,RuleBasedDecisionModule
