episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",11,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,move",2,LLMDecisionModule
1,0,"IF,medium berries,high health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,medium health,medium society wellbeing,THEN,move",2,LLMDecisionModule
1,0,"IF,medium berries,medium health,medium society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,medium berries,medium health,high society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",1,LLMDecisionModule
1,0,"IF,low berries,medium health,medium society wellbeing,THEN,eat",2,LLMDecisionModule
1,0,"IF,no berries,medium health,medium society wellbeing,THEN,move",1,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,medium berries,high health,high society wellbeing,THEN,eat",1,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",13,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",37,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",17,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",6,RuleBasedDecisionModule
1,1,"IF,medium berries,high health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",39,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",16,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",38,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",17,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",10,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",41,RuleBasedDecisionModule
