episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",33,RuleBasedDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",26,RuleBasedDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",40,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",21,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,low berries,medium health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",32,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",22,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,2,"IF,no berries,high health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",30,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",26,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",6,RuleBasedDecisionModule
