episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",12,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",18,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",41,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,wait",1,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",10,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",14,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",46,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",11,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",18,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",41,RuleBasedDecisionModule
