episode,agent_id,behaviour,count,decision_module
1,0,"IF,no berries,high health,medium society wellbeing,THEN,move",28,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,eat",4,LLMDecisionModule
1,0,"IF,low berries,high health,medium society wellbeing,THEN,throw",2,LLMDecisionModule
1,0,"IF,low berries,high health,high society wellbeing,THEN,eat",10,LLMDecisionModule
1,0,"IF,no berries,high health,high society wellbeing,THEN,move",31,LLMDecisionModule
1,1,"IF,no berries,high health,medium society wellbeing,THEN,move",27,RuleBasedDecisionModule
1,1,"IF,low berries,high health,medium society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,1,"IF,no berries,high health,high society wellbeing,THEN,move",31,RuleBasedDecisionModule
1,1,"IF,low berries,high health,high society wellbeing,THEN,eat",9,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",18,RuleBasedDecisionModule
1,2,"IF,low berries,high health,medium society wellbeing,THEN,eat",13,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",37,RuleBasedDecisionModule
1,2,"IF,low berries,high health,high society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,3,"IF,no berries,high health,medium society wellbeing,THEN,move",23,RuleBasedDecisionModule
1,3,"IF,low berries,high health,medium society wellbeing,THEN,eat",10,RuleBasedDecisionModule
1,3,"IF,low berries,high health,high society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",34,RuleBasedDecisionModule
